,_id,title,min_salary,max_salary,currency,href,site
33,47003869,Junior Backend developer,40000.0,60000.0,руб.,https://saratov.hh.ru/vacancy/47003869?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
34,50771312,Инженер-программист (junior),35000.0,,руб.,https://saratov.hh.ru/vacancy/50771312?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
35,52357837,Стажер по направлению разработчик нейронные сети,,,,https://saratov.hh.ru/vacancy/52357837?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
36,47380767,Разработчик Python,,,,https://saratov.hh.ru/vacancy/47380767?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
37,51277338,Разработчик python (junior),50000.0,,руб.,https://saratov.hh.ru/vacancy/51277338?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
38,52387912,Разработчик Python,,,,https://saratov.hh.ru/vacancy/52387912?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
39,45081840,Junior программист C++,60000.0,80000.0,руб.,https://saratov.hh.ru/vacancy/45081840?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
40,52916709,Junior / Middle Data Engineer (удаленно),1000.0,2500.0,USD,https://saratov.hh.ru/vacancy/52916709?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
41,50670670,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/50670670?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
42,51926417,Junior Node Developer,500.0,,USD,https://saratov.hh.ru/vacancy/51926417?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
43,53325111,Junior Андроид-разработчик,27000.0,60000.0,руб.,https://saratov.hh.ru/vacancy/53325111?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
44,53174563,Python Developer,,,,https://saratov.hh.ru/vacancy/53174563?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
45,51782920,"Junior Backend разработчик (Python, Django, GraphQL)",30000.0,50000.0,руб.,https://saratov.hh.ru/vacancy/51782920?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
46,52972616,Junior Data Engineer,,,,https://saratov.hh.ru/vacancy/52972616?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
47,52806008,Junior data analyst (remote),,,,https://saratov.hh.ru/vacancy/52806008?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
48,52895372,"Junior/Middle Data Scientist (NLP, Новостной мониторинг)",,,,https://saratov.hh.ru/vacancy/52895372?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
49,52070235,Программист 1С (Junior / Стажер),40000.0,,руб.,https://saratov.hh.ru/vacancy/52070235?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
50,52822230,Junior Data Analyst,60000.0,100000.0,руб.,https://saratov.hh.ru/vacancy/52822230?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
51,52048078,Инженер тестирования ПО (Junior / Middle),,,,https://saratov.hh.ru/vacancy/52048078?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
52,51350719,Junior Server Core Programmer,,,,https://saratov.hh.ru/vacancy/51350719?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
53,50670673,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/50670673?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
54,52481862,Back-End разработчик Python (junior/middle),,,,https://saratov.hh.ru/vacancy/52481862?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
55,53021113,Golang разработчик (Junior),,,,https://saratov.hh.ru/vacancy/53021113?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
56,52505969,Программист,30000.0,,руб.,https://saratov.hh.ru/vacancy/52505969?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
57,53021245,Middle/Junior Data Analyst/Аналитик данных Big Data (Tableau),120000.0,,руб.,https://saratov.hh.ru/vacancy/53021245?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
58,51640449,Junior DevOps инженер / Operations engineer,,,,https://saratov.hh.ru/vacancy/51640449?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
59,51194865,Junior QA Automation Engineer,,,,https://saratov.hh.ru/vacancy/51194865?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
60,51901526,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901526?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
61,52916710,Junior / Middle Data Engineer (удаленно),1000.0,2500.0,USD,https://saratov.hh.ru/vacancy/52916710?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
62,51901525,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901525?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
63,51656555,Junior разработчик веб,,,,https://saratov.hh.ru/vacancy/51656555?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
64,46587636,Младший разработчик ABAP/junior разработчик (удаленно),30000.0,,руб.,https://saratov.hh.ru/vacancy/46587636?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
65,49514879,Junior Data Engineer,,,,https://saratov.hh.ru/vacancy/49514879?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
66,52609839,Data engineer (удаленно),,,,https://saratov.hh.ru/vacancy/52609839?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
67,52452180,Back-end разработчик (Junior/Middle),1000.0,2500.0,USD,https://saratov.hh.ru/vacancy/52452180?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
68,52278630,Junior Python Developer,,,,https://saratov.hh.ru/vacancy/52278630?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
69,52425457,Intern/Junior Python Developer,,,,https://saratov.hh.ru/vacancy/52425457?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
70,52892734,Junior Data Analyst,,,,https://saratov.hh.ru/vacancy/52892734?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
71,51901522,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901522?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
72,52558321,Python Developer,2500.0,4500.0,USD,https://saratov.hh.ru/vacancy/52558321?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
73,52472490,Junior web аналитик (js/python),,,,https://saratov.hh.ru/vacancy/52472490?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
74,49510498,Junior Analyst,,,,https://saratov.hh.ru/vacancy/49510498?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
75,53030474,Junior Devops,,,,https://saratov.hh.ru/vacancy/53030474?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
76,52321576,Back-end developer Python Junior / Бекенд-разработчик Python,50000.0,,руб.,https://saratov.hh.ru/vacancy/52321576?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
77,52554005,"Стажер ""Разработка приложений""",,,,https://saratov.hh.ru/vacancy/52554005?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
78,43394113,Middle/Senior QA Automation Engineer (Python),250000.0,,руб.,https://saratov.hh.ru/vacancy/43394113?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
79,47174810,Middle/Senior QA Automation Engineer (Python),250000.0,,руб.,https://saratov.hh.ru/vacancy/47174810?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
80,51901545,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901545?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
81,52655047,Backend-разработчик (junior),50000.0,,руб.,https://saratov.hh.ru/vacancy/52655047?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
82,52880779,Junior / Middle DBA (PostgreSQL),,,,https://saratov.hh.ru/vacancy/52880779?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
83,52691072,Junior Data engineer,,,,https://saratov.hh.ru/vacancy/52691072?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
84,52328068,Junior/Middle/Senior Python Back End Developer,,,,https://saratov.hh.ru/vacancy/52328068?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
85,49230454,Junior Developer С/С++,,,,https://saratov.hh.ru/vacancy/49230454?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
86,52691070,Junior Data engineer,,,,https://saratov.hh.ru/vacancy/52691070?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
87,52289016,Junior Data Analyst,,,,https://saratov.hh.ru/vacancy/52289016?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
88,52140333,Junior Python разработчик,60000.0,,руб.,https://saratov.hh.ru/vacancy/52140333?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
89,48409654,Junior Actuary,,,,https://saratov.hh.ru/vacancy/48409654?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
90,50018472,Junior ServiceNow developer,,,,https://saratov.hh.ru/vacancy/50018472?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
91,52691071,Junior Data engineer,,,,https://saratov.hh.ru/vacancy/52691071?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
92,52249849,Junior QA engineer,1000.0,,USD,https://saratov.hh.ru/vacancy/52249849?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
93,41684513,Junior Oracle EBS developer,,,,https://saratov.hh.ru/vacancy/41684513?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
94,51901540,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901540?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
95,51864872,Python Developer,,,,https://saratov.hh.ru/vacancy/51864872?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
96,52396404,Junior Data Scientist,,,,https://saratov.hh.ru/vacancy/52396404?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
97,52253783,Junior Devops,120000.0,180000.0,руб.,https://saratov.hh.ru/vacancy/52253783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
98,52813508,Junior SRE инженер OpenShift,,,,https://saratov.hh.ru/vacancy/52813508?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
99,51901544,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901544?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
100,51901547,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901547?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
101,51901548,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901548?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
102,51901550,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901550?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
103,51901519,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901519?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
104,51901541,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901541?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
105,50430127,С++ Junior разработчик,25000.0,45000.0,руб.,https://saratov.hh.ru/vacancy/50430127?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
106,51901536,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901536?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
107,51901542,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901542?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
108,51901543,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901543?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
109,50717458,Technical Implementation Engineer (opportunity for Junior Developer),150000.0,250000.0,руб.,https://saratov.hh.ru/vacancy/50717458?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
110,51901517,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901517?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
111,52221335,Аналитик данных (junior),,,,https://saratov.hh.ru/vacancy/52221335?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
112,51000491,Junior Data Scientist,,,,https://saratov.hh.ru/vacancy/51000491?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
113,52175428,Junior/Middle Data Engineer,,,,https://saratov.hh.ru/vacancy/52175428?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
114,52475208,Junior/middle Разработчик,40000.0,80000.0,руб.,https://saratov.hh.ru/vacancy/52475208?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
115,51901518,Junior-разработчик в техгруппу поддержки Медиасервисов,,,,https://saratov.hh.ru/vacancy/51901518?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
116,52344346,Начинающий разработчик продуктов цифровой фабрики / Junior Digital Factory Product Developer,,,,https://saratov.hh.ru/vacancy/52344346?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
117,52158777,Python-разработчик в области AI/ML,80000.0,150000.0,руб.,https://saratov.hh.ru/vacancy/52158777?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
118,52069581,DevOps инженер (Junior),190000.0,,руб.,https://saratov.hh.ru/vacancy/52069581?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
119,50630481,Junior Data Engineer,,,,https://saratov.hh.ru/vacancy/50630481?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
120,52118447,Junior Devops engineer,80000.0,120000.0,руб.,https://saratov.hh.ru/vacancy/52118447?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
121,52118448,Junior Devops engineer,80000.0,120000.0,руб.,https://saratov.hh.ru/vacancy/52118448?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
122,51111356,Эксперт-преподаватель по Python (Алгоритмы и структуры данных),,,,https://saratov.hh.ru/vacancy/51111356?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
123,52544554,Automation QA Engineer/Junior (Erp.aero),,,,https://saratov.hh.ru/vacancy/52544554?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
124,50237564,Младший Релиз-инженер/Junior Release Engineer,,,,https://saratov.hh.ru/vacancy/50237564?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
125,52129801,Junior DevOps инженер,,130000.0,руб.,https://saratov.hh.ru/vacancy/52129801?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
126,52032412,Системный программист Linux (Junior),90000.0,120000.0,руб.,https://saratov.hh.ru/vacancy/52032412?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
127,52094583,Data Scientist,,,,https://saratov.hh.ru/vacancy/52094583?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
128,52032349,Разработчик FPGA (ПЛИС) Junior,90000.0,120000.0,руб.,https://saratov.hh.ru/vacancy/52032349?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
129,53037466,Junior Dasturchisi,2000000.0,6000000.0,сум,https://saratov.hh.ru/vacancy/53037466?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
130,52926133,Junior/Mid DevOps / Backend software engineer,500.0,3000.0,USD,https://saratov.hh.ru/vacancy/52926133?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
131,52410667,Junior Python Developer,,250000.0,KZT,https://saratov.hh.ru/vacancy/52410667?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
132,52163922,Junior-Middle C/C++ Developer (Remote),,,,https://saratov.hh.ru/vacancy/52163922?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
133,48831467,Junior trader,,,,https://saratov.hh.ru/vacancy/48831467?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
134,51640449,Junior DevOps инженер / Operations engineer,,,,https://saratov.hh.ru/vacancy/51640449?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
135,50402921,Младший программист,90000.0,,руб.,https://saratov.hh.ru/vacancy/50402921?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
136,52048078,Инженер тестирования ПО (Junior / Middle),,,,https://saratov.hh.ru/vacancy/52048078?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
137,53314165,Младший разработчик С++,,,,https://saratov.hh.ru/vacancy/53314165?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
138,53171305,PHP-программист,70000.0,130000.0,руб.,https://saratov.hh.ru/vacancy/53171305?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
139,47132071,"Младший программист С++ (вирусная лаборатория, внутренние сервисы)",,,,https://saratov.hh.ru/vacancy/47132071?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
140,45559087,Junior Python developer,,,,https://saratov.hh.ru/vacancy/45559087?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
141,52524693,Junior python разработчик,,,,https://saratov.hh.ru/vacancy/52524693?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
142,52680975,Младший тестировщик (Junior QA),80000.0,,руб.,https://saratov.hh.ru/vacancy/52680975?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
143,47348712,Junior Backend Developer (Python),,,,https://saratov.hh.ru/vacancy/47348712?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
144,53173656,Junior Python разработчик,,,,https://saratov.hh.ru/vacancy/53173656?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
145,52201642,Computer Vision Engineer (junior/intern),,,,https://saratov.hh.ru/vacancy/52201642?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
146,52220321,Младший бизнес-аналитик (Junior Business Analyst),70000.0,,руб.,https://saratov.hh.ru/vacancy/52220321?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
147,52348563,Junior Python Developer,,80000.0,руб.,https://saratov.hh.ru/vacancy/52348563?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
148,51844126,Junior Python Developer,,,,https://saratov.hh.ru/vacancy/51844126?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
149,49725181,Junior Data scientist по разработке моделей оценки кредитного риска для клиентов,,,,https://saratov.hh.ru/vacancy/49725181?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
